,confidence_0.99_lower,confidence_0.99_upper,confidence_0.95_lower,confidence_0.95_upper,confidence_0.90_lower,confidence_0.90_upper,coefficient,se
0,-0.39108482481559326,0.00736891427863165,-0.34272610140996107,-0.040989809127000565,-0.3182245355872757,-0.0654913749496859,-0.19185795526848082,0.0763412626754238
1,-0.6758868945895526,-0.01210973439483315,-0.5953186151205222,-0.09267801386386354,-0.5545004119378837,-0.13349621704650202,-0.34399831449219287,0.12716414259093503
2,-0.8646203916721464,0.024737510939659424,-0.7566601533182596,-0.08322272741422732,-0.7019681279746943,-0.13791475275779258,-0.4199414403662435,0.17036458489715808
3,-0.9287991884219959,-0.1746689460535391,-0.8372446797976258,-0.26622345467790925,-0.7908669086201581,-0.3126012258553769,-0.5517340672377675,0.14444713863757208
4,-1.2521054055739853,-0.7446115550932695,-1.1904869343088773,-0.8062300263583775,-1.1592757246044905,-0.8374412360627642,-0.9983584803336274,0.09719695063180078
5,-1.5041785235359233,-0.6562479102350378,-1.4012139406051451,-0.7592124931658161,-1.3490636585022033,-0.8113627752687578,-1.0802132168854806,0.16238311338598085
6,-1.2309581732329005,-0.5579131725635986,-1.1492209766666595,-0.6396503691298396,-1.1078250878604496,-0.6810462579360496,-0.8944356728982495,0.1288791772678635
7,-1.2555867933498672,-0.6948699181683761,-1.1874835125524492,-0.7629731989657942,-1.1529950578668955,-0.7974616536513478,-0.9752283557591217,0.10735932700483883
8,-1.0907859867069936,-0.49204253656183244,-1.0180558078440947,-0.5647727154247313,-0.981226960482396,-0.60160156278643,-0.791414261634413,0.11462881834243467
