,param_name,param,se,t-statistic,p-value,confidence_0.99_lower,confidence_0.99_upper,confidence_0.95_lower,confidence_0.95_upper,confidence_0.90_lower,confidence_0.90_upper,h
0,l1.milex_by_gdp_2015USD,95.40759888422542,10.896820514772797,8.755544679742274,5.446571598520866e-15,66.95714147687696,123.85805629157389,73.86664429511764,116.9485534733332,77.36622163429423,113.44897613415661,0
1,l2.milex_by_gdp_2015USD,-3.747707497474293,9.039254662902257,-0.414603597003982,0.6790577818849752,-27.34825496289603,19.85283996794744,-21.616605489231134,14.121190494282546,-18.713596236352863,11.218181241404276,0
2,l3.milex_by_gdp_2015USD,-5.156922442734104,5.430503049468324,-0.949621498369105,0.3439180202709531,-19.335397301516885,9.021552416048674,-15.89200057181051,5.5781556863423,-14.14796290628372,3.8341180208155103,0
3,l4.milex_by_gdp_2015USD,0.9876069064633004,3.6953590849411153,0.2672560051032328,0.7896598193396906,-8.66058874000482,10.635802552931422,-6.317419558022171,8.29263337094877,-5.130633477050371,7.105847289976972,0
4,l0.site,5.1890882049622205,1.7061153257673685,3.041463918992872,0.0028047242099748667,0.7345997289922153,9.643576680932226,1.816420672601566,8.561755737322875,2.364349540841889,8.013826869082552,0
5,l1.site,-1.033943217544521,2.2244198182244452,-0.46481478409494886,0.6427760457021477,-6.841670454004002,4.77378401891496,-5.431200768637005,3.3633143335479634,-4.716815395571519,2.6489289604824777,0
6,l2.site,0.14264945848639243,0.9558508278181833,0.14923820154239217,0.8815774205616488,-2.3529769701358476,2.6382758871086325,-1.7468869662054556,2.0321858831782404,-1.4399099088031793,1.7252088257759641,0
7,l3.site,1.6464466224480176,0.948654603893602,1.7355596185275854,0.08481106429392088,-0.8303912189911555,4.123284463887191,-0.2288642276771662,3.5217574725732015,0.07580172052220413,3.2170915243738314,0
8,l4.site,0.9667420097943658,2.2680057309802475,0.4262520136474846,0.6705696674471502,-4.954783481186995,6.8882675007757275,-3.5166766528007547,5.450160672389487,-2.788293410138284,4.721777429727016,0
9,l0.third,0.30691389330900243,0.14195194761769964,2.1620970931344523,0.03228603826686638,-0.06370777877529088,0.6775355653932957,0.02630172269255071,0.5875260639254541,0.07189041697832088,0.541937369639684,0
10,l1.third,0.13102358037193004,0.1328395634935164,0.9863295009872945,0.32564908082855604,-0.21580661088059158,0.47785377162445164,-0.13157512912974703,0.39362228987360715,-0.08891293004903528,0.35096009079289536,0
11,l2.third,0.2666823349326454,0.14369183135382033,1.855932466167675,0.06553593275671675,-0.1084819914113131,0.641846661276604,-0.017369256980990455,0.5507339268462813,0.028778211094572348,0.5045864587707185,0
12,l3.third,0.25675889716756395,0.13333470781976567,1.925671877682712,0.056143951083563216,-0.09136406407647468,0.6048818584116026,-0.006818619081671362,0.5203364134167993,0.03600259848167167,0.47751519585345625,0
13,l4.third,0.05260163650321554,0.10581790826439182,0.49709578809465294,0.6198902840238701,-0.22367784226119708,0.32888111526762814,-0.15658036787571633,0.2617836408821474,-0.12259633066604633,0.2277996036724774,0
14,l1.milex_by_gdp_2015USD,110.11499455895273,14.74519845260849,7.467854360378101,7.744582070299105e-12,71.61311119505456,148.6168779228509,80.96474743202504,139.26524168588043,85.70089339842146,134.52909571948402,1
15,l2.milex_by_gdp_2015USD,-28.965664848405474,14.72983746360614,-1.9664619463705975,0.051209055809372364,-67.42743840918206,9.496108712371118,-58.08554435247805,0.1542146556671078,-53.354332323480804,-4.576997373330148,1
16,l3.milex_by_gdp_2015USD,-15.558816405937128,9.125636025745354,-1.7049569325406368,0.09040474114052287,-39.38719518387611,8.269562372001852,-33.599573618927515,2.4819408070532614,-30.66842661585074,-0.4492061960235123,1
17,l4.milex_by_gdp_2015USD,14.67813869030233,9.858468543892036,1.4888862935406326,0.13875058462115022,-11.063773651097364,40.42005103170202,-4.8113782036976716,34.16765558430233,-1.6448459810852079,31.001123361689867,1
18,l0.site,3.4881091809934004,1.6714532987762691,2.086872055322856,0.03870000238727828,-0.8763013872687191,7.85251974925552,0.18376052288311318,6.792457839103688,0.7206299875066149,6.255588374480186,1
19,l1.site,0.4831785258914014,2.2184005955246593,0.21780490271511493,0.827896010998868,-5.309391934100122,6.275748985882925,-3.902447465776925,4.868804517559727,-3.1898989662694905,4.156256018052294,1
20,l2.site,1.424651225977222,1.7256193225397856,0.8255883597086782,0.4104323142115751,-3.0811948025082296,5.930497254462673,-1.9867799501245555,4.836082402079,-1.4325124019291147,4.281814853883558,1
21,l3.site,3.319654983933236,2.7123142222124885,1.223919764438402,0.22302372434593154,-3.762596649743042,10.401906617609514,-2.042404408993268,8.681714376859741,-1.1712112470688307,7.810521214935303,1
22,l4.site,-1.3088924948467773,3.1132979893120307,-0.4204199210419987,0.6748187463134259,-9.43817176136932,6.820386771675766,-7.4636693233782445,4.84588433368469,-6.4636804957160585,3.8458955060225044,1
23,l0.third,0.44134079334208287,0.23123414990506683,1.9086315473872493,0.05834179252634675,-0.16244560519364226,1.045127191877808,-0.015793278849757397,0.8984748655339232,0.05847894541944171,0.8242026412647241,1
24,l1.third,0.4707263414807762,0.25000856630999085,1.882840849929569,0.06178204717304374,-0.18208282151423405,1.1235355044757864,-0.023523465682441458,0.9649761486439938,0.05677908614141308,0.8846735968201394,1
25,l2.third,0.4055488648234035,0.25574853050605123,1.5857329229651542,0.11504008985334824,-0.26224818949771983,1.073345919144527,-0.1000484583025632,0.9111461879493703,-0.017902234563284325,0.8289999642100914,1
26,l3.third,0.15690581258445657,0.1657217854799865,0.9468025711284977,0.34535917666534743,-0.27581816030168904,0.5896297854706022,-0.1707148034814268,0.48452642865033996,-0.11748509834265325,0.4312967235115664,1
27,l4.third,0.051013580008356436,0.1806271070319814,0.2824248300634306,0.7780319298468434,-0.42063038122116636,0.5226575412378792,-0.3060738355816872,0.4081009955984001,-0.24805655306488023,0.3500837130815931,1
28,l1.milex_by_gdp_2015USD,99.48009213857023,18.7934290098605,5.293344396404467,4.5362276334012563e-07,50.402880673379066,148.5573036037614,62.32447340977157,136.63571086736889,68.3617348464377,130.59844943070277,2
29,l2.milex_by_gdp_2015USD,-41.490388568888164,17.354333871725974,-2.3907796678088076,0.018142645405623187,-86.80954308897898,3.828765951202648,-75.80083890191725,-7.179938235859083,-70.22587700497826,-12.754900132798067,2
30,l3.milex_by_gdp_2015USD,-16.799929104146777,11.05490523930594,-1.519680968807791,0.13084636794948235,-45.66873861583336,12.068880407539805,-38.65607062782176,5.056212419528212,-35.10475739742393,1.5048991891303771,2
31,l4.milex_by_gdp_2015USD,30.219739131105026,17.118170699712394,1.7653603098847912,0.07968340599262266,-14.482698241352988,74.92217650356304,-3.6238039242518205,64.06328218646188,1.8752921575445214,58.56418610466553,2
32,l0.site,4.33457671451592,2.1397896303158856,2.025702271431248,0.044695337517103605,-1.2532757270442083,9.92242915607605,0.10409766664554798,8.565055762386294,0.7914905533245107,7.87766287570733,2
33,l1.site,4.5920159565797825,2.691800028837351,1.705927597661546,0.0902390577588173,-2.4373579361752444,11.62138984933481,-0.7298173029692814,9.913849216128845,0.13490517533895652,9.049126737820608,2
34,l2.site,4.23861479361013,2.727856789897456,1.5538259960375211,0.12248363726510081,-2.884917822726857,11.362147409947116,-1.1545046195111084,9.631734206731368,-0.2781991515863904,8.75542873880665,2
35,l3.site,1.0542583095959754,2.8992094454503845,0.36363647726464937,0.7166780217750961,-6.51674509598766,8.625261715179612,-4.6776345085569515,6.786151127748902,-3.7462831637516905,5.854799782943641,2
36,l4.site,-0.2677571643860799,2.935193250216615,-0.09122301039848726,0.9274457847227809,-7.9327287752880675,7.397214446515907,-6.070791897599005,5.535277568826844,-5.1278809998911985,4.59236667111904,2
37,l0.third,0.750023095967373,0.31147805475454576,2.4079484397654087,0.017344483409745547,-0.06337154063325778,1.5634177325680039,0.13421424922761138,1.3658319427071346,0.23427445896106436,1.2657717329736817,2
38,l1.third,0.6799679989222496,0.36758845652082095,1.849807813221509,0.0664496485450771,-0.2799534929656998,1.6398894908101989,-0.046774126340211386,1.4067101241847104,0.07131116889528799,1.288624828949211,2
39,l2.third,0.4588307152433879,0.2769999300829301,1.6564289929821285,0.0998745528892221,-0.26452765311985504,1.1821890836066309,-0.0888130268680275,1.0064744573548032,0.00017131946767617867,0.9174901110190996,2
40,l3.third,0.14957079799807377,0.25093848256489504,0.5960456780852389,0.5521071700057376,-0.5057306356641886,0.8048722316603363,-0.3465480623585195,0.645689658354667,-0.26593577904557647,0.565077375041724,2
41,l4.third,-0.11537808252704146,0.2535654213016339,-0.4550229362299015,0.6497975692249571,-0.7775395111280345,0.5467833460739515,-0.6166905418843796,0.3859343768302967,-0.5352343723427193,0.30447820728863634,2
42,l1.milex_by_gdp_2015USD,70.6002281651761,17.721840070216956,3.9837978384550334,0.00010896286792677254,24.31677248623705,116.88368384411515,35.561000741614784,105.63945558873743,41.25481275461746,99.94564357573475,3
43,l2.milex_by_gdp_2015USD,-31.539057189559426,12.501883617242216,-2.522744424373118,0.012770826175117074,-64.18975113608259,1.1116367569637369,-56.2575029915637,-6.820611387555154,-52.24079959942302,-10.83731477969583,3
44,l3.milex_by_gdp_2015USD,-7.967218787870043,8.922746393578628,-0.8929110429053276,0.3734480835650733,-31.270416176252407,15.335978600512323,-25.609074198403356,9.674636622663272,-22.74230413370136,6.807866557961275,3
45,l4.milex_by_gdp_2015USD,33.26759771996912,18.088598164486402,1.8391473688261735,0.06802736284735497,-13.97370612449648,80.50890156443472,-2.4967756378530623,69.0319710777913,3.3148712971861123,63.22032414275212,3
46,l0.site,6.906158267911106,2.9921973294401156,2.3080557555351304,0.02247199438250556,-0.9084496921575669,14.72076622797978,0.9900523609051692,12.822264174917043,1.9514090277149991,11.860907508107214,3
47,l1.site,4.845537391788143,4.453057992655799,1.088137050938847,0.27841772548091415,-6.784344800028005,16.47541958360429,-3.9589496770912573,13.650024460667542,-2.528236218854368,12.219311002430654,3
48,l2.site,1.081115555185799,2.9582377140515277,0.36545932399230024,0.7153240961912866,-6.644801368992475,8.807032479364073,-4.767846156742045,6.930077267113643,-3.8174003019748906,5.979631412346489,3
49,l3.site,1.9681193968592785,2.973155837978044,0.6619630803468878,0.5090908376716026,-5.796758624181969,9.732997417900526,-3.910338097387048,7.846576891105605,-2.955099230557506,6.891338024276063,3
50,l4.site,-1.818202727508217,2.1688927364044694,-0.8383091966651995,0.40329632051146247,-7.482617395511717,3.8462119404952833,-6.106489132705196,2.4700836776887614,-5.409650234005957,1.7732447789895232,3
51,l0.third,0.9850422242640681,0.44917185666174947,2.1930185733026852,0.029968947357278546,-0.18804282997749977,2.158127278505636,0.09694963481087548,1.8731348137172605,0.24126309792927236,1.7288213505988637,3
52,l1.third,0.9030783891214551,0.46692711014189625,1.934088575081912,0.055134109176734544,-0.31637738533091997,2.12253416357383,-0.020119492005110873,1.826276270248021,0.12989851844915024,1.67625825979376,3
53,l2.third,0.4250161886596928,0.3020484742712963,1.40711251624449,0.161626125996118,-0.3638323234832993,1.2138647008026848,-0.17218732638151324,1.0222197037008989,-0.07514281946231827,0.9251751967817039,3
54,l3.third,-0.04076341072162154,0.3093484693707254,-0.1317718196716544,0.8953553205374172,-0.8486770424177867,0.7671502209745438,-0.6524003134622036,0.5708734920189606,-0.5530104067635668,0.4714835853203238,3
55,l4.third,-0.15157403445456055,0.30814952665696455,-0.4918846901987763,0.6235767713504953,-0.9563564330657824,0.6532083641566614,-0.7608404143685717,0.4576923454594507,-0.6618357134047496,0.3586876444956285,3
56,l1.milex_by_gdp_2015USD,49.53899850884993,20.146060145955616,2.458991889726639,0.015170217662836634,-3.0810001907268685,102.15899720842673,9.704122424646641,89.37387459305322,16.17771958449726,82.9002774332026,4
