,param_name,param,se,t-statistic,p-value,confidence_0.99_lower,confidence_0.99_upper,confidence_0.95_lower,confidence_0.95_upper,confidence_0.90_lower,confidence_0.90_upper,h
0,l1.milex_by_gdp_2015USD,95.2657823072567,10.568474044555437,9.014147350471546,1.2217809981691504e-15,67.67260315397398,122.85896146053942,74.37390663019094,116.15765798432246,77.76803358913841,112.76353102537499,0
1,l2.milex_by_gdp_2015USD,-3.974318603046412,9.011389090671148,-0.44103284888239286,0.6598599687529688,-27.502111977050582,19.553474770957756,-21.78813162527328,13.839494419180454,-18.894071563123717,10.94543435703089,0
2,l3.milex_by_gdp_2015USD,-5.046723293494435,5.454438818987762,-0.9252506923216364,0.35640526124814054,-19.287691940286447,9.194245353297575,-15.829117914897619,5.73567132790875,-14.077393137658525,3.983946550669656,0
3,l4.milex_by_gdp_2015USD,1.0612308527582277,3.80139817353178,0.2791685596492687,0.7805216505542045,-8.863821751147412,10.98628345666387,-6.453414847806724,8.57587655332318,-5.2325736962759715,7.355035401792427,0
4,l0.site,5.107183946212592,1.7602396180586632,2.9014140426206367,0.004307277755042966,0.5113826101795267,9.702985282245656,1.6275229178285988,8.586844974596584,2.1928341175980868,8.021533774827097,0
5,l1.site,-1.0110314871857364,2.2221323153084875,-0.45498257696926564,0.6498166179689213,-6.812786293045722,4.7907233186742495,-5.403767077366018,3.3817041029945454,-4.690116349177644,2.6680533748061706,0
6,l2.site,0.09167446459618,0.9676041754230749,0.09474376705339897,0.9246519161903928,-2.4346387239826366,2.6179876531749966,-1.821096106852856,2.004445036045216,-1.5103443934505307,1.6936933226428907,0
7,l3.site,1.6970543403105207,0.9639121758805722,1.7605902101612048,0.08046061695989054,-0.819619424035372,4.213728104656413,-0.20841784585445566,3.602526526475497,0.10114816040350783,3.292960520217534,0
8,l4.site,0.9038423516511246,2.243836548172635,0.4028111371958923,0.6876929570102841,-4.954579933665227,6.762264636967475,-3.531798404663093,5.339483107965342,-2.8111772357491325,4.618861939051381,0
9,l0.trans_e(1)_f(closest)_nearby,1.0077811933485692,0.3609079392184999,2.792349748611213,0.005954203481651802,0.06548835308479328,1.9500740336123452,0.2943344114166675,1.721227975280471,0.41024209695720737,1.605320289739931,0
10,l1.trans_e(1)_f(closest)_nearby,0.19044689815246024,0.5239697601256591,0.3634692546126842,0.7167949217462731,-1.1775832830351645,1.558477079340085,-0.8453422839884239,1.2262360802933445,-0.6770663454737305,1.057960141778651,0
11,l2.trans_e(1)_f(closest)_nearby,0.5530222633918606,0.46691648107050904,1.1844136709930115,0.23822802189673276,-0.6660477799732173,1.7720923067569383,-0.3699833694907281,1.476027896274449,-0.2200304236541687,1.32607495043789,0
12,l3.trans_e(1)_f(closest)_nearby,0.21893245935163647,0.3170962765351545,0.6904289818343697,0.4910514254298062,-0.6089727169666967,1.0468376356699698,-0.40790694613905293,0.8457718648423258,-0.30606963109882795,0.7439345498021008,0
13,l4.trans_e(1)_f(closest)_nearby,0.13055422874843112,0.31560073433333913,0.41366896380709645,0.6797406460734733,-0.6934462434724127,0.954554700969275,-0.4933287724762869,0.7544372299731492,-0.3919717595197899,0.6530802170166522,0
14,l0.trans_e(1)_f(closest)_distant,-0.14215974438433998,0.2848515692726254,-0.4990660390158564,0.6185051428860168,-0.8858773662374677,0.6015578774687877,-0.7052574580724004,0.4209379693037204,-0.6137757184673538,0.32945622969867383,0
15,l1.trans_e(1)_f(closest)_distant,0.06802247051101654,0.25014737236195683,0.2719295824246747,0.7860711360654251,-0.5850861269276353,0.7211310679496683,-0.42647160519927785,0.562516546221311,-0.34613532044670403,0.48218026146873705,0
