n,b_regr_bell_trade_nearby,u_regr_bell_trade_nearby,l_regr_bell_trade_nearby,b_regr_bell_trade_distant,u_regr_bell_trade_distant,l_regr_bell_trade_distant
6752,.03618234,.10084477,-.028480092,-.0042795567,.0092368908,-.017796004
6692,.13512024,.22098872,.049251776,.00075333921,.021805437,-.020298759
6632,.21800707,.33046463,.10554954,.0034844538,.030911187,-.023942281
6572,.20120831,.33336604,.06905058,.0075724525,.042608656,-.027463753
6512,.21625637,.35991809,.072594658,.014863489,.055098113,-.025371134
6453,.12986268,.27731568,-.017590307,.025555026,.072206274,-.021096222
6394,.027348297,.18875869,-.1340621,.028573452,.074045129,-.016898228
6335,.040097941,.19750549,-.1173096,.028863806,.068130381,-.010402767
6276,.087472863,.25527608,-.080330357,.02767911,.063064985,-.0077067669
6217,.037813634,.20929626,-.133669,.035627645,.072676234,-.001420949
6158,.043338269,.23634294,-.1496664,.035160139,.074675538,-.0043552634
6099,.043962356,.23917474,-.15125003,.033639792,.074511632,-.0072320458
6040,.10998501,.29769838,-.077728353,.038911402,.080866002,-.0030431922
5981,.14364088,.33788118,-.050599437,.040755495,.086464509,-.004953519
5922,.061812729,.30279499,-.17916954,.040121369,.092833452,-.012590717
5863,.063455082,.41167128,-.2847611,.04657219,.10492098,-.011776605
5804,.049857501,.41966438,-.31994936,.047947772,.11128484,-.015389296
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
