n,b_regr_gdp_home,u_regr_gdp_home,l_regr_gdp_home,b_regr_bell_gdp_foreign,u_regr_bell_gdp_foreign,l_regr_bell_gdp_foreign
5954,.42818764,5.9928646,-5.1364894,.74639142,2.2461319,-.75334895
5954,3.0719063,9.7004652,-3.5566528,.36209762,1.1157049,-.39150968
5954,5.8052497,11.585928,.024572099,1.4286199,2.6106973,.24654254
5951,5.3367815,13.138098,-2.4645348,2.5961046,5.6238284,-.43161914
5948,6.2795949,12.851302,-.29211223,1.8073885,4.7311897,-1.1164128
5945,8.3058968,13.59476,3.0170329,1.6731651,4.299252,-.95292193
5941,7.6300607,12.669847,2.5902743,1.3247005,3.3457835,-.69638234
5937,-.22938649,5.7899046,-6.2486773,.084777839,.96791905,-.79836339
5877,-.5395329,4.4776411,-5.5567069,.36287498,1.2544048,-.52865481
5817,-.44286105,2.9959805,-3.8817027,.99925989,2.1400046,-.14148498
5757,-.89302224,2.4131355,-4.1991801,.03568887,1.0027459,-.93136817
5697,-1.1148221,2.6273005,-4.856945,-.61915392,.18257615,-1.420884
5637,-1.439658,2.1726384,-5.0519543,-.28479955,.81820613,-1.3878052
5577,-3.9587641,-.70046771,-7.2170606,-1.1424086,-.084671192,-2.200146
5517,-3.9953425,-.84545517,-7.1452298,-.52325821,.42674255,-1.4732589
5457,-4.6626697,-1.7277088,-7.59763,-1.031019,-.23671508,-1.8253229
5397,-4.6491632,-1.036094,-8.2622318,-1.4759529,.047902156,-2.9998078
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
